,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
163,163.0,Lesotho,32910,,697.0,,24155.0,,8058.0,,15142.0,321.0,431221.0,198407.0,2173414.0,66.0,3118.0,5.0,,,3708.0
164,164.0,Mali,30860,10.0,732.0,,29973.0,31.0,155.0,,1447.0,34.0,667507.0,31308.0,21320611.0,691.0,29127.0,32.0,0.5,,7.0
165,165.0,Haiti,30697,,835.0,,29522.0,,340.0,,2633.0,72.0,132422.0,11359.0,11657604.0,380.0,13961.0,88.0,,,29.0
166,166.0,Isle of Man,28416,,87.0,,26794.0,,1535.0,,330961.0,1013.0,150753.0,1755821.0,85859.0,3.0,987.0,1.0,,,17878.0
167,167.0,Benin,26952,,163.0,,25506.0,,1283.0,5.0,2121.0,13.0,604310.0,47562.0,12705635.0,471.0,77949.0,21.0,,,101.0
168,168.0,Somalia,26485,,1350.0,,13182.0,,11953.0,,1585.0,81.0,400466.0,23971.0,16706482.0,631.0,12375.0,42.0,,,715.0
169,169.0,Congo,24079,,385.0,,20178.0,,3516.0,,4175.0,67.0,347815.0,60309.0,5767227.0,240.0,14980.0,17.0,,,610.0
170,170.0,Saint Lucia,23482,23.0,368.0,,22921.0,4.0,193.0,,126815.0,1987.0,143281.0,773793.0,185167.0,8.0,503.0,1.0,124.0,,1042.0
171,171.0,Timor-Leste,22875,1.0,130.0,,22730.0,7.0,15.0,,16764.0,95.0,262960.0,192713.0,1364516.0,60.0,10496.0,5.0,0.7,,11.0
172,172.0,Cayman Islands,22223,,27.0,,8553.0,,13643.0,1.0,331005.0,402.0,222773.0,3318136.0,67138.0,3.0,2487.0,0.0,,,203208.0
173,173.0,Burkina Faso,20853,,382.0,,20439.0,,32.0,,950.0,17.0,248995.0,11341.0,21954577.0,1053.0,57473.0,88.0,,,1.0
174,174.0,Nicaragua,18491,,225.0,,4225.0,,14041.0,,2732.0,33.0,,,6769185.0,366.0,30085.0,,,,2074.0
175,175.0,Gibraltar,17837,,102.0,,16579.0,,1156.0,,529712.0,3029.0,534283.0,15866807.0,33673.0,2.0,330.0,0.0,,,34330.0
176,176.0,South Sudan,17487,4.0,138.0,,13514.0,,3835.0,1.0,1529.0,12.0,381528.0,33366.0,11434551.0,654.0,82859.0,30.0,0.3,,335.0
177,177.0,Tajikistan,17388,,124.0,,17264.0,,0.0,,1751.0,12.0,,,9930626.0,571.0,80086.0,,,,
178,178.0,Liechtenstein,17212,11.0,84.0,,17031.0,15.0,97.0,1.0,449059.0,2192.0,102174.0,2665710.0,38329.0,2.0,456.0,0.0,287.0,,2531.0
179,179.0,San Marino,16524,48.0,115.0,,16152.0,93.0,257.0,4.0,485115.0,3376.0,152231.0,4469233.0,34062.0,2.0,296.0,0.0,1409.0,,7545.0
180,180.0,Equatorial Guinea,15908,1.0,183.0,,15701.0,3.0,24.0,5.0,10694.0,123.0,316462.0,212746.0,1487512.0,94.0,8128.0,5.0,0.7,,16.0
181,181.0,Solomon Islands,15677,,141.0,,14109.0,,1427.0,2.0,21841.0,196.0,5117.0,7129.0,717782.0,46.0,5091.0,140.0,,,1988.0
182,182.0,Djibouti,15631,,189.0,,15427.0,,15.0,,15410.0,186.0,305941.0,301609.0,1014364.0,65.0,5367.0,3.0,,,15.0
183,183.0,Grenada,14743,,220.0,,14111.0,,412.0,4.0,129917.0,1939.0,150740.0,1328340.0,113480.0,8.0,516.0,1.0,,,3631.0
184,184.0,CAR,14649,,113.0,,6859.0,,7677.0,2.0,2939.0,23.0,81294.0,16312.0,4983839.0,340.0,44105.0,61.0,,,1540.0
185,185.0,Bermuda,13488,,131.0,,12981.0,,376.0,,218055.0,2118.0,876273.0,14166338.0,61856.0,5.0,472.0,0.0,,,6079.0
186,186.0,Dominica,12161,,63.0,,12025.0,,73.0,,168169.0,871.0,191084.0,2642421.0,72314.0,6.0,1148.0,0.0,,,1009.0
187,187.0,Gambia,11995,,365.0,,11591.0,,39.0,,4720.0,144.0,155686.0,61265.0,2541191.0,212.0,6962.0,16.0,,,15.0
188,188.0,Greenland,11971,,21.0,,2761.0,,9189.0,4.0,210198.0,369.0,164926.0,2895928.0,56951.0,5.0,2712.0,0.0,,,161349.0
189,189.0,Monaco,11824,23.0,54.0,,11653.0,15.0,117.0,4.0,297437.0,1358.0,54960.0,1382537.0,39753.0,3.0,736.0,1.0,579.0,,2943.0
190,190.0,Yemen,11819,1.0,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8548.0,31031025.0,2626.0,14440.0,117.0,0.03,,21.0
191,191.0,Tonga,10494,42.0,11.0,,9255.0,128.0,1228.0,,97263.0,102.0,486186.0,4506187.0,107893.0,10.0,9808.0,0.0,389.0,,11382.0
192,192.0,Saint Martin,10462,,63.0,,1399.0,,9000.0,7.0,262363.0,1580.0,112382.0,2818287.0,39876.0,4.0,633.0,0.0,,,225700.0
193,193.0,Samoa,10210,618.0,20.0,1.0,1605.0,,8585.0,4.0,50838.0,100.0,73313.0,365043.0,200834.0,20.0,10042.0,3.0,3077.0,5.0,42747.0
194,194.0,Sint Maarten,10065,,86.0,,9913.0,,66.0,10.0,229957.0,1965.0,62056.0,1417807.0,43769.0,4.0,509.0,1.0,,,1508.0
195,195.0,Caribbean Netherlands,9801,72.0,34.0,,9708.0,89.0,59.0,,367492.0,1275.0,30126.0,1129584.0,26670.0,3.0,784.0,1.0,2700.0,,2212.0
196,196.0,Eritrea,9734,,103.0,,9631.0,,0.0,,2677.0,28.0,23693.0,6515.0,3636487.0,374.0,35306.0,153.0,,,
197,197.0,Niger,8954,11.0,309.0,,8531.0,7.0,114.0,1.0,347.0,12.0,250696.0,9712.0,25813384.0,2883.0,83538.0,103.0,0.4,,4.0
198,198.0,Guinea-Bissau,8202,,171.0,,7528.0,,503.0,6.0,3994.0,83.0,134285.0,65399.0,2053324.0,250.0,12008.0,15.0,,,245.0
199,199.0,Comoros,8100,,160.0,,7933.0,,7.0,,8964.0,177.0,,,903584.0,112.0,5647.0,,,,8.0
200,200.0,Sierra Leone,7681,,125.0,,,,,,928.0,15.0,259958.0,31416.0,8274588.0,1077.0,66197.0,32.0,,,331.0
201,201.0,Antigua and Barbuda,7626,,136.0,,7443.0,,47.0,1.0,76707.0,1368.0,18901.0,190118.0,99417.0,13.0,731.0,5.0,,,473.0
202,202.0,Vanuatu,7590,63.0,13.0,,7023.0,,554.0,3.0,23696.0,41.0,24976.0,77974.0,320311.0,42.0,24639.0,13.0,197.0,,1730.0
203,203.0,Liberia,7434,,294.0,,5747.0,,1393.0,2.0,1409.0,56.0,139824.0,26503.0,5275742.0,710.0,17945.0,38.0,,,264.0
204,204.0,Chad,7412,,193.0,,4874.0,,2345.0,,429.0,11.0,191341.0,11066.0,17290330.0,2333.0,89587.0,90.0,,,136.0
205,205.0,St. Vincent Grenadines,6786,,106.0,,6641.0,,39.0,,60814.0,950.0,98944.0,886698.0,111587.0,16.0,1053.0,1.0,,,350.0
206,206.0,British Virgin Islands,6355,,62.0,,,,,1.0,207680.0,2026.0,103049.0,3367614.0,30600.0,5.0,494.0,0.0,,,3366.0
207,207.0,Turks and Caicos,5995,32.0,36.0,,5918.0,56.0,41.0,4.0,151091.0,907.0,497269.0,12532613.0,39678.0,7.0,1102.0,0.0,806.0,,1033.0
208,208.0,Sao Tome and Principe,5964,,73.0,,5884.0,,7.0,,26316.0,322.0,29036.0,128123.0,226626.0,38.0,3104.0,8.0,,,31.0
209,209.0,Saint Kitts and Nevis,5566,,43.0,,5519.0,,4.0,,103284.0,798.0,70707.0,1312062.0,53890.0,10.0,1253.0,1.0,,,74.0
210,210.0,Cook Islands,5200,84.0,1.0,,4941.0,78.0,258.0,,295555.0,57.0,16896.0,960327.0,17594.0,3.0,17594.0,1.0,4774.0,,14664.0
211,211.0,Palau,4690,80.0,6.0,,4043.0,59.0,641.0,1.0,256958.0,329.0,46722.0,2559829.0,18252.0,4.0,3042.0,0.0,4383.0,,35119.0
212,212.0,St. Barth,4544,,6.0,,,,,,457511.0,604.0,78646.0,7918445.0,9932.0,2.0,1655.0,0.0,,,410391.0
213,213.0,Kiribati,3084,,13.0,,2601.0,,470.0,3.0,25112.0,106.0,,,122812.0,40.0,9447.0,,,,3827.0
214,214.0,Anguilla,2788,,9.0,,2766.0,,13.0,4.0,182832.0,590.0,51382.0,3369532.0,15249.0,5.0,1694.0,0.0,,,853.0
215,215.0,Saint Pierre Miquelon,2701,,1.0,,2449.0,,251.0,1.0,470394.0,174.0,23446.0,4083246.0,5742.0,2.0,5742.0,0.0,,,43713.0
216,216.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,
217,217.0,Wallis and Futuna,454,,7.0,,438.0,,9.0,,41736.0,644.0,20508.0,1885273.0,10878.0,24.0,1554.0,1.0,,,827.0
218,218.0,Montserrat,273,,2.0,,181.0,,90.0,,54622.0,400.0,10135.0,2027811.0,4998.0,18.0,2499.0,0.0,,,18007.0
219,219.0,Falkland Islands,128,,,,,,,,34915.0,,8632.0,2354610.0,3666.0,29.0,,0.0,,,1091.0
220,220.0,Macao,82,,,,82.0,,0.0,,123.0,,5375.0,8076.0,665578.0,8117.0,,124.0,,,
221,221.0,Vatican City,29,,,,29.0,,0.0,,36025.0,,,,805.0,28.0,,,,,
222,222.0,Marshall Islands,17,,,,14.0,,3.0,,284.0,,,,59923.0,3525.0,,,,,50.0
223,223.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,624278.0,62428.0,624278.0,,,,
224,224.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,
225,225.0,Niue,9,,,,7.0,,2.0,,5468.0,,,,1646.0,183.0,,,,,1215.0
226,226.0,Micronesia,7,,,,1.0,,6.0,,60.0,,,,117236.0,16748.0,,,,,51.0
227,227.0,Nauru,5,,,,3.0,,2.0,,457.0,,,,10949.0,2190.0,,,,,183.0
228,228.0,Saint Helena,2,,,,2.0,,0.0,,327.0,,,,6110.0,3055.0,,,,,
229,,Total:,514607738,611013.0,6266162.0,1969.0,469170487.0,818373.0,39171089.0,40862.0,66019.4,803.9,,,,,,,,,
